source_id,name_en,name_ms,name_default,feature_type,accessibility_type,wheelchair,tactile_paving,shelter,covered,bench,kerb,stroller,geom_type,geom_wkt,raw_properties
node/1707840846,"Hutan Lipur Kanching, Temple Park",,"Hutan Lipur Kanching, Temple Park",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6169555 3.2976136),"{""@id"":""node/1707840846"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Hutan Lipur Kanching, Temple Park"",""name:en"":""Hutan Lipur Kanching, Temple Park"",""operator"":""Setara Jaya"",""public_transport"":""platform"",""ref"":""SL389"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1708655851,,,Maybank,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7919653 3.0423123),"{""@id"":""node/1708655851"",""addr:city"":""Bandar Sungai Long"",""addr:housenumber"":""30"",""addr:postcode"":""43000"",""addr:street"":""Jalan SL 1/12"",""air_conditioning"":""yes"",""amenity"":""bank"",""atm"":""yes"",""branch"":""Bandar Sungai Long"",""brand"":""Maybank"",""brand:wikidata"":""Q1364018"",""brand:wikipedia"":""en:Maybank"",""drive_through"":""no"",""name"":""Maybank"",""opening_hours"":""Mo-Fr 09:30-13:00"",""operator"":""Maybank"",""wheelchair"":""yes""}"
node/1710714332,,Balai Polis Komuniti Bandar Sungai Long,Bandar Sungai Long Community Police Station,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.791113 3.0418372),"{""@id"":""node/1710714332"",""addr:city"":""Bandar Sungai Long"",""addr:housenumber"":""2"",""addr:postcode"":""43200"",""addr:street"":""Jalan SL 1/13"",""amenity"":""police"",""name"":""Bandar Sungai Long Community Police Station"",""name:ms"":""Balai Polis Komuniti Bandar Sungai Long"",""name:zh"":""双溪龙警局"",""name:zh-Hans"":""双溪龙警局"",""name:zh-Hant"":""雙溪龍警局"",""opening_hours"":""24/7"",""operator"":""Royal Malaysian Police"",""phone"":""+603 9019 8222"",""website"":""http://www.rmp.gov.my/direktori/direktori-pdrm/selangor/kajang"",""wheelchair"":""yes""}"
node/1710714339,Sungai Long Restaurant,Restoran Sungai Long,Restoran Sungai Long,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7916595 3.0423773),"{""@id"":""node/1710714339"",""addr:city"":""Bandar Sungai Long"",""addr:postcode"":""43000"",""addr:street"":""Jalan SL 1/13"",""air_conditioning"":""no"",""amenity"":""restaurant"",""cuisine"":""chinese"",""diet:meat"":""yes"",""name"":""Restoran Sungai Long"",""name:en"":""Sungai Long Restaurant"",""name:ms"":""Restoran Sungai Long"",""wheelchair"":""yes""}"
node/1727285588,,,Ban La Kang Seafood,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.4502652 2.8825764),"{""@id"":""node/1727285588"",""amenity"":""restaurant"",""name"":""Ban La Kang Seafood"",""phone"":""016-3789966"",""wheelchair"":""yes""}"
node/1769238060,"Station Salak Tinggi, Jalan Warisan Megah",,"Station Salak Tinggi, Jalan Warisan Megah",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7129406 2.8254894),"{""@id"":""node/1769238060"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Station Salak Tinggi, Jalan Warisan Megah"",""name:en"":""Station Salak Tinggi, Jalan Warisan Megah"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1770397776,Royale Chulan Kuala Lumpur,,Royale Chulan Kuala Lumpur,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7169644 3.1496976),"{""@id"":""node/1770397776"",""addr:city"":""Kuala Lumpur"",""addr:housenumber"":""5"",""addr:postcode"":""50450"",""addr:street"":""Jalan Conlay"",""air_conditioning"":""yes"",""internet_access"":""yes"",""internet_access:fee"":""no"",""name"":""Royale Chulan Kuala Lumpur"",""name:en"":""Royale Chulan Kuala Lumpur"",""name:zh"":""吉隆坡皇家朱兰酒店"",""name:zh-Hans"":""吉隆坡皇家朱兰酒店"",""name:zh-Hant"":""吉隆坡皇家朱蘭酒店"",""operator"":""Boustead Hotels and Resorts Sdn. Bhd."",""stars"":""5"",""tourism"":""hotel"",""website"":""https://www.royalechulan-kualalumpur.com"",""wheelchair"":""yes""}"
node/1806882901,,,Maybank,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7871712 2.9916924),"{""@id"":""node/1806882901"",""addr:city"":""Kajang"",""addr:street"":""Jalan Tukang"",""amenity"":""bank"",""atm"":""yes"",""brand"":""Maybank"",""brand:wikidata"":""Q1364018"",""brand:wikipedia"":""en:Maybank"",""name"":""Maybank"",""wheelchair"":""yes""}"
node/1813357978,,SR (A) Al-Jammiyah Jalan Ayer Panas,SR (A) Al-Jammiyah Jalan Ayer Panas,bus_stop,wheelchair_stop,yes,no,yes,,no,,,Point,POINT(101.7143219 3.1897246),"{""@id"":""node/1813357978"",""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SR (A) Al-Jammiyah Jalan Ayer Panas"",""name:ms"":""SR (A) Al-Jammiyah Jalan Ayer Panas"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1813364899,,Pasar Ayer Panas,Pasar Ayer Panas,bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.7184841 3.1890734),"{""@id"":""node/1813364899"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pasar Ayer Panas"",""name:ms"":""Pasar Ayer Panas"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1813387435,,SRJK (C) Chung Hwa,SRJK (C) Chung Hwa,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7022722 3.1835198),"{""@id"":""node/1813387435"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SRJK (C) Chung Hwa"",""name:ms"":""SRJK (C) Chung Hwa"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL692"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1814469941,,,,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6833654 3.1877692),"{""@id"":""node/1814469941"",""access"":""no"",""barrier"":""gate"",""locked"":""no"",""wheelchair"":""yes""}"
node/1814481042,,Taman Kaya,Taman Kaya,bus_stop,wheelchair_stop,yes,no,yes,,,,,Point,POINT(101.6805717 3.1914544),"{""@id"":""node/1814481042"",""addr:city"":""Kuala Lumpur"",""addr:postcode"":""51200"",""addr:street"":""Jalan Ipoh"",""bin"":""yes"",""bus"":""yes"",""highway"":""bus_stop"",""name"":""Taman Kaya"",""name:ms"":""Taman Kaya"",""operator"":""Selangor Omnibus, Setara Jaya, RapidKL"",""public_transport"":""platform"",""ref"":""KL602"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1887821707,,,,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6816442 3.1873842),"{""@id"":""node/1887821707"",""access"":""private"",""barrier"":""gate"",""locked"":""yes"",""wheelchair"":""yes""}"
node/1888020101,,,Sri Kortumalai Pillayar,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6840433 3.1295395),"{""@id"":""node/1888020101"",""addr:city"":""Kuala Lumpur"",""addr:postcode"":""50470"",""addr:street"":""Jalan Tun Sambanthan"",""addr:suburb"":""Brickfields"",""amenity"":""restaurant"",""cuisine"":""indian"",""level"":""0"",""name"":""Sri Kortumalai Pillayar"",""wheelchair"":""yes""}"
node/1919647737,Kepong Sentral,,Kepong Sentral,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6287881 3.207645),"{""@id"":""node/1919647737"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kepong Sentral"",""name:en"":""Kepong Sentral"",""name:zh"":""甲洞中央"",""name:zh-Hans"":""甲洞中央"",""name:zh-Hant"":""甲洞中央"",""operator"":""Rapid KL;Causeway Link"",""public_transport"":""platform"",""ref"":""KL1758"",""route_ref"":""801"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/1919647745,Kepong Sentral (Opp),,Kepong Sentral (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6293571 3.2080346),"{""@id"":""node/1919647745"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kepong Sentral (Opp)"",""name:en"":""Kepong Sentral (Opp)"",""old_name"":""KTM Kepong"",""operator"":""Rapid KL;Causeway Link"",""public_transport"":""platform"",""ref"":""KL990"",""route_ref"":""801"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2008935405,Apartment Sri Meranti,,Apartment Sri Meranti,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6031653 3.1914668),"{""@id"":""node/2008935405"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Apartment Sri Meranti"",""name:en"":""Apartment Sri Meranti"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""PJ28"",""route_ref"":""801"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2081934598,,Restoran Sky,Sky Restaurant,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7929122 3.0390883),"{""@id"":""node/2081934598"",""addr:city"":""Bandar Sungai Long"",""addr:postcode"":""43000"",""addr:street"":""Jalan SL 1/3"",""air_conditioning"":""no"",""amenity"":""restaurant"",""bar"":""no"",""brewery"":""no"",""cuisine"":""chinese"",""delivery"":""no"",""diet:vegetarian"":""yes"",""highchair"":""no"",""internet_access"":""no"",""name"":""Sky Restaurant"",""name:ms"":""Restoran Sky"",""name:zh"":""天下美食馆"",""name:zh-Hans"":""天下美食馆"",""name:zh-Hant"":""天下美食館"",""smoking"":""yes"",""takeaway"":""yes"",""wheelchair"":""yes""}"
node/2093054567,Riverwalk Village,,Riverwalk Village,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.683413 3.1801495),"{""@id"":""node/2093054567"",""bench"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Riverwalk Village"",""name:en"":""Riverwalk Village"",""operator"":""Rapid KL;MARA Liner;Selangor Omnibus"",""public_transport"":""platform"",""ref"":""KL606"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2204295678,,,,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6160629 3.0652621),"{""@id"":""node/2204295678"",""barrier"":""gate"",""bicycle"":""permissive"",""foot"":""permissive"",""horse"":""no"",""locked"":""yes"",""motor_vehicle"":""no"",""opening_hours"":""Mo-Su 08:00-22:00"",""wheelchair"":""yes""}"
node/2244449974,,,Maybank,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.6842245 2.9174214),"{""@id"":""node/2244449974"",""addr:city"":""Putrajaya"",""addr:place"":""Kompleks Perbadanan Putrajaya"",""amenity"":""bank"",""atm"":""yes"",""brand"":""Maybank"",""brand:wikidata"":""Q1364018"",""brand:wikipedia"":""en:Maybank"",""name"":""Maybank"",""opening_hours"":""Mo-Fr 09:15-16:30; Sa,Su off"",""wheelchair"":""yes""}"
node/2266210232,Fan Wah Restaurant,,Fan Wah Restaurant,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7922001 3.038993),"{""@id"":""node/2266210232"",""addr:city"":""Bandar Sungai Long"",""addr:housenumber"":""69"",""addr:postcode"":""43000"",""addr:street"":""Jalan SL 1/4"",""air_conditioning"":""no"",""amenity"":""restaurant"",""bar"":""no"",""cuisine"":""chinese"",""delivery"":""yes"",""diet:meat"":""yes"",""highchair"":""no"",""internet_access"":""no"",""name"":""Fan Wah Restaurant"",""name:en"":""Fan Wah Restaurant"",""opening_hours"":""Mo-Su 09:30-20:00"",""outdoor_seating"":""no"",""source"":""Bing"",""takeaway"":""yes"",""website"":""https://www.foodpanda.my/shop/whoe/restaurant-fan-wah-prawn-hub/category/40b261a5-93d8-4a16-ad56-e767fe157872/products"",""wheelchair"":""yes""}"
node/2266210237,Sungai Long Food Court,,Sungai Long Food Court,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7915413 3.0388066),"{""@id"":""node/2266210237"",""addr:city"":""Bandar Sungai Long"",""addr:postcode"":""43200"",""air_conditioning"":""no"",""amenity"":""restaurant"",""bar"":""no"",""brewery"":""no"",""cuisine"":""chinese"",""delivery"":""no"",""diet:healthy"":""yes"",""diet:meat"":""yes"",""diet:vegetarian"":""yes"",""highchair"":""no"",""internet_access"":""no"",""name"":""Sungai Long Food Court"",""name:en"":""Sungai Long Food Court"",""name:zh"":""山水茶餐室"",""name:zh-Hans"":""山水茶餐室"",""name:zh-Hant"":""山水茶餐室"",""opening_hours"":""Tu-Su 07:00-14:00"",""outdoor_seating"":""yes"",""payment:cash"":""yes"",""payment:coins"":""yes"",""payment:electronic_purses"":""yes"",""phone"":""+60176106682"",""smoking"":""outside"",""source"":""Bing"",""takeaway"":""yes"",""wheelchair"":""yes""}"
node/2294795556,,,KK Super Mart,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7087622 3.147226),"{""@id"":""node/2294795556"",""addr:city"":""Kuala Lumpur"",""addr:country"":""MY"",""addr:postcode"":""50200"",""addr:street"":""Changkat Bukit Bintang"",""atm"":""yes"",""branch"":""Changkat Bukit Bintang"",""brand"":""KK Super Mart"",""brand:wikidata"":""Q95721993"",""name"":""KK Super Mart"",""opening_hours"":""24/7"",""operator"":""KK Supermart & Superstore Sdn Bhd"",""ref"":""CBB"",""shop"":""convenience"",""short_name"":""KK"",""website"":""https://kkgroup.my/kk-super-mart"",""wheelchair"":""yes""}"
node/2364022004,LRT Titiwangsa,LRT Titiwangsa,LRT Titiwangsa,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.695644 3.1729304),"{""@id"":""node/2364022004"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""LRT Titiwangsa"",""name:en"":""LRT Titiwangsa"",""name:ms"":""LRT Titiwangsa"",""network"":""Rapid KL"",""network:wikidata"":""Q3271384"",""operator"":""Prasarana Malaysia"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""KL275"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2378755760,SJKC Chiao Nan (Opp),,SJKC Chiao Nan (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.700408 3.1780087),"{""@id"":""node/2378755760"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SJKC Chiao Nan (Opp)"",""name:en"":""SJKC Chiao Nan (Opp)"",""name:zh"":""侨南华文小学 （对面）"",""name:zh-Hans"":""侨南华文小学 （对面）"",""name:zh-Hant"":""僑南華文小學 （對面）"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL694"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2389082966,,,KFC,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7925044 3.0412969),"{""@id"":""node/2389082966"",""addr:city"":""Bandar Sungai Long"",""addr:postcode"":""43000"",""air_conditioning"":""yes"",""alt_name"":""Kentucky Fried Chicken"",""amenity"":""fast_food"",""brand"":""KFC"",""brand:wikidata"":""Q524757"",""brand:wikipedia"":""en:KFC"",""cuisine"":""chicken"",""diet:meat"":""yes"",""drive_through"":""no"",""name"":""KFC"",""name:zh"":""肯德基"",""operator"":""KFC"",""takeaway"":""yes"",""wheelchair"":""yes""}"
node/2389082970,Hong Leong Bank,,Hong Leong Bank,accessibility_poi,wheelchair_access,yes,,,,,,,Point,POINT(101.7930563 3.0409913),"{""@id"":""node/2389082970"",""addr:city"":""Bandar Sungai Long"",""addr:housenumber"":""5"",""addr:postcode"":""43000"",""addr:street"":""Jalan SL 1/4"",""air_conditioning"":""yes"",""amenity"":""bank"",""atm"":""yes"",""branch"":""Bandar Sungai Long"",""brand"":""Hong Leong Bank"",""brand:en"":""Hong Leong Bank"",""brand:wikidata"":""Q4383943"",""brand:wikipedia"":""en:Hong Leong Bank"",""brand:zh"":""丰隆银行"",""drive_through"":""no"",""name"":""Hong Leong Bank"",""name:en"":""Hong Leong Bank"",""name:zh"":""丰隆银行"",""opening_hours"":""Mo-Th 09:15-16:30; Fr 09:15-16:00"",""operator"":""Hong Leong Bank"",""wheelchair"":""yes""}"
node/2393724390,,,,accessible_toilet,accessible_toilet,yes,,,,,,,Point,POINT(101.6834055 2.7640673),"{""@id"":""node/2393724390"",""access"":""yes"",""amenity"":""toilets"",""female"":""yes"",""male"":""yes"",""wheelchair"":""yes""}"
node/2502820560,Kok Lian Commercial,Komersial Kok Lian,Komersial Kok Lian,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6735958 3.2026939),"{""@id"":""node/2502820560"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Komersial Kok Lian"",""name:en"":""Kok Lian Commercial"",""name:ms"":""Komersial Kok Lian"",""name:zh"":""国联商业区"",""name:zh-Hans"":""国联商业区"",""name:zh-Hant"":""國聯商業區"",""old_name"":""Kompleks Sungai Mas"",""operator"":""Rapid KL;MARA Liner;Selangor Omnibus"",""public_transport"":""platform"",""ref"":""KL587"",""route_ref"":""151;T120"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2505580083,,,Standard Chartered Bank,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6970627 3.1685011),"{""@id"":""node/2505580083"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Standard Chartered Bank"",""operator"":""Selangor Omnibus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL51"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019606,Sg Long Golf & Country Club,,Sg Long Golf & Country Club,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.8015261 3.0417152),"{""@id"":""node/2541019606"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Sg Long Golf & Country Club"",""name:en"":""Sg Long Golf & Country Club"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ438"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019607,,Green Seksyen 7,Green Seksyen 7,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7947032 3.0459196),"{""@id"":""node/2541019607"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Green Seksyen 7"",""name:ms"":""Green Seksyen 7"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ361"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019608,Apartment Green Acre,,Apartment Green Acre,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.8052751 3.0478944),"{""@id"":""node/2541019608"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Apartment Green Acre"",""name:en"":""Apartment Green Acre"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ437"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019609,,Perumahan Sekyen 7,Perumahan Sekyen 7,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7988422 3.0493267),"{""@id"":""node/2541019609"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perumahan Sekyen 7"",""name:ms"":""Perumahan Sekyen 7"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ403"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019610,,SMK Sg Long,SMK Sg Long,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.8019779 3.051625),"{""@id"":""node/2541019610"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SMK Sg Long"",""name:ms"":""SMK Sg Long"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ428"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
